id,history_id,history_name,state,tool_id,invocation_id,workflow_id,cpuacct.usage,galaxy_memory_mb,galaxy_slots,memory.limit_in_bytes,memory.max_usage_in_bytes,memory.soft_limit_in_bytes,memtotal,processor_count,runtime_seconds
8a0e7905767e0b1b,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,cufflinks/2.2.1.3,,,12754720602424.0000000,17179.0000000,8.0000000,17179869184.0000000,10595876864.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,4971.0000000
d0fa2178a6908a10,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,wig_to_bigWig,,,23861271776.0000000,10737.0000000,1.0000000,10737418240.0000000,2024845312.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,24.0000000
a72c37aae9a1f83a,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,wig_to_bigWig,,,22909509577.0000000,10737.0000000,1.0000000,10737418240.0000000,1935241216.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,24.0000000
867a455cb6647280,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,bedtools_genomecoveragebed/2.30.0,,,295235283855.0000000,4080.0000000,1.0000000,4080218112.0000000,3689603072.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,295.0000000
b6db7320c13204db,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,bedtools_genomecoveragebed/2.30.0,,,290693588940.0000000,4080.0000000,1.0000000,4080218112.0000000,4079767552.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,291.0000000
f2554a34131094c4,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,revertR2orientationInBam/0.0.2,,,861097111818.0000000,4080.0000000,1.0000000,4080218112.0000000,4079902720.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,863.0000000
f648a8562f6746af,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,wig_to_bigWig,,,46504595325.0000000,10737.0000000,1.0000000,10737418240.0000000,3780694016.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,48.0000000
ca43613b62d1803e,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,bedtools_genomecoveragebed/2.30.0,,,388117366747.0000000,4080.0000000,1.0000000,4080218112.0000000,4079755264.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,389.0000000
ecd72d51715ed69b,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,bamFilter/2.5.2+galaxy1,,,1376101625357.0000000,4080.0000000,1.0000000,4080218112.0000000,4079763456.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,1376.0000000
782d93384230383c,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,param_value_from_file,,,3495010327.0000000,4080.0000000,1.0000000,4080218112.0000000,186359808.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,4.0000000
904e1aca7ff02fec,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,multiqc/1.11+galaxy1,,,6656062116.0000000,12240.0000000,1.0000000,12240654336.0000000,124440576.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,7.0000000
24c5a9f33893c65a,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,tp_awk_tool/1.1.2,,,290419920.0000000,4080.0000000,1.0000000,4080218112.0000000,7684096.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,0E-7
d4ba400430987249,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,tp_awk_tool/1.1.2,,,63121137.0000000,4080.0000000,1.0000000,4080218112.0000000,5029888.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,0E-7
8d3e985fc41712cb,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,rna_star/2.7.8a+galaxy1,,,7677983240606.0000000,53687.0000000,10.0000000,53687091200.0000000,53686513664.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,2064.0000000
2a5941bbd8288d20,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,cutadapt/4.0+galaxy1,,,3292686619128.0000000,20401.0000000,5.0000000,20401094656.0000000,20400640000.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,804.0000000
26a7990a963a0220,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,map_param_value/0.1.1,,,3755569454.0000000,4080.0000000,1.0000000,4080218112.0000000,183992320.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,4.0000000
ae5f5392d72dff87,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,map_param_value/0.1.1,,,3774173926.0000000,4080.0000000,1.0000000,4080218112.0000000,184049664.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,4.0000000
beba02c94f66855b,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,compose_text_param/0.1.1,,,3518708186.0000000,4080.0000000,1.0000000,4080218112.0000000,184291328.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,4.0000000
c54e91277cabbd21,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,map_param_value/0.1.1,,,3552157664.0000000,4080.0000000,1.0000000,4080218112.0000000,184471552.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,3.0000000
1825b48200231761,dc5136d147917515,Main-Matrix 1 costs col-g 10GB Default,ok,map_param_value/0.1.1,,,3378842136.0000000,4080.0000000,1.0000000,4080218112.0000000,184516608.0000000,9223372036854771712.0000000,198047180.0000000,48.0000000,3.0000000
